home_team,away_team,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,home_manager,home_captain,away_manager,away_captain,Attendance,Venue,Officials,Round,Date,Score,Referee,Notes,Host,Year,home_goal,away_goal,home_goal_long,away_goal_long,home_own_goal,away_own_goal,home_penalty_goal,away_penalty_goal,home_penalty_miss_long,away_penalty_miss_long,home_penalty_shootout_goal_long,away_penalty_shootout_goal_long,home_penalty_shootout_miss_long,away_penalty_shootout_miss_long,home_red_card,away_red_card,home_yellow_red_card,away_yellow_red_card,home_yellow_card_long,away_yellow_card_long,home_substitute_in_long,away_substitute_in_long
Cameroon,Saudi Arabia,1,,,0,,,Winfried Schäfer,,Nasser Al-Johar,,52328,"Saitama Stadium 2002, Saitama",,Group stage,2002-06-06,1–0,,,"Korea Republic, Japan",2002,Samuel Eto'o · 66,,"[""66&rsquor;|1:0|Samuel Eto'o""]",,,,,,,,,,,,,,,,['10&rsquor;|0:0|Pierre Womé'],['59&rsquor;|0:0|Al Hasan Al-Yami'],"[""46&rsquor;|0:0|Salomon Olembé|for Daniel N'Gom Kome"", ""74&rsquor;|1:0|Pius Ndiefi|for Patrick M'Boma"", '84&rsquor;|1:0|Pierre Njanka|for Pierre Womé']","['35&rsquor;|0:0|Al Hasan Al-Yami|for Obeid Al-Dosari', '72&rsquor;|1:0|Abdullah Jumaan Al-Dosari|for Abdullah Zubromawi', '86&rsquor;|1:0|Mohammed Noor|for Abdulaziz Khathran']"
France,Uruguay,0,,,0,,,Roger Lemerre,,Víctor Púa,,38070,"Busan Sport Complex Asiad Stadium, Busan",,Group stage,2002-06-06,0–0,,,"Korea Republic, Japan",2002,,,,,,,,,,,,,,,Thierry Henry · 25,,,,['45+2&rsquor;|0:0|Emmanuel Petit'],"['11&rsquor;|0:0|Pablo García', '45+2&rsquor;|0:0|Sebastián Abreu', '45+3&rsquor;|0:0|Marcelo Romero', '47&rsquor;|0:0|Darío Silva']","['16&rsquor;|0:0|Vincent Candela|for Frank Leboeuf', '81&rsquor;|0:0|Djibril Cissé|for David Trezeguet', '90&rsquor;|0:0|Christophe Dugarry|for Sylvain Wiltord']","['60&rsquor;|0:0|Federico Magallanes|for Darío Silva', '71&rsquor;|0:0|Gonzalo de los Santos|for Marcelo Romero', '72&rsquor;|0:0|Gianni Guigou|for Darío Rodríguez']"
Russia,Tunisia,2,,,0,,,Oleg Romantsev,,Ammar Souayah,,30957,"NOEVIR Stadium Kobe, Kobe",,Group stage,2002-06-05,2–0,,,"Korea Republic, Japan",2002,Yegor Titov · 59,,['59&rsquor;|1:0|Yegor Titov'],,,,Valeri Karpin (P) · 64,,,,,,,,,,,,"['27&rsquor;|0:0|Igor Semshov', '88&rsquor;|2:0|Dmitri Alenichev']","['50&rsquor;|0:0|Hassen Gabsi', '75&rsquor;|2:0|Ziad Jaziri']","['46&rsquor;|0:0|Dmitri Khokhlov|for Igor Semshov', '55&rsquor;|0:0|Dmitri Sychev|for Vladimir Beschastnykh', '78&rsquor;|2:0|Dmitri Alenichev|for Marat Izmailov']","['67&rsquor;|2:0|Imed Mhedhebi|for Adel Sellimi', '67&rsquor;|2:0|Zoubeir Baya|for Hassen Gabsi', '84&rsquor;|2:0|Ali Zitouni|for Khaled Badra']"
United States,Portugal,3,,,2,,,Bruce Arena,,António Luís Alves Ribeiro Oliveira,,37306,"Suwon World Cup Stadium, Suwon",,Group stage,2002-06-05,3–2,,,"Korea Republic, Japan",2002,John O'Brien · 4|Brian McBride · 36,Beto · 39,"[""4&rsquor;|1:0|John O'Brien"", '36&rsquor;|3:0|Brian McBride']",['39&rsquor;|3:1|Beto'],Jorge Costa (OG) · 29,Jeff Agoos (OG) · 71,,,,,,,,,,,,,['90+2&rsquor;|3:2|DaMarcus Beasley'],"['34&rsquor;|2:0|Beto', '52&rsquor;|3:1|Petit']","['46&rsquor;|3:1|Cobi Jones|for Earnie Stewart', '75&rsquor;|3:2|Joe-Max Moore|for Landon Donovan', '80&rsquor;|3:2|Carlos Llamosa|for Eddie Pope']","['69&rsquor;|3:1|Paulo Bento|for Rui Jorge', '73&rsquor;|3:2|Jorge Andrade|for Jorge Costa', '80&rsquor;|3:2|Nuno Gomes|for Rui Costa']"
Germany,Republic of Ireland,1,,,1,,,Rudi Völler,,Mick McCarthy,,35854,"Kashima Soccer Stadium, Kashima",,Group stage,2002-06-05,1–1,,,"Korea Republic, Japan",2002,Miroslav Klose · 19,Robbie Keane · 90+2,['19&rsquor;|1:0|Miroslav Klose'],['90+2&rsquor;|1:1|Robbie Keane'],,,,,,,,,,,,,,,,,"['75&rsquor;|1:0|Oliver Bierhoff|for Carsten Jancker', '85&rsquor;|1:0|Marco Bode|for Miroslav Klose', '89&rsquor;|1:0|Jens Jeremies|for Bernd Schneider']","['73&rsquor;|1:0|Steven Reid|for Gary Kelly', '73&rsquor;|1:0|Niall Quinn|for Ian Harte', '87&rsquor;|1:0|Kenny Cunningham|for Steve Staunton']"
China PR,Costa Rica,0,,,2,,,Bora Milutinović,,Alexandre Guimarães,,27217,"Guus Hiddink Stadium, Gwangju",,Group stage,2002-06-04,0–2,,,"Korea Republic, Japan",2002,,Rónald Gómez · 61|Mauricio Wright · 65,,"['61&rsquor;|0:1|Rónald Gómez', '65&rsquor;|0:2|Mauricio Wright']",,,,,,,,,,,,,,,"['60&rsquor;|0:0|Li Tie', '72&rsquor;|0:2|Xu Yunlong', '77&rsquor;|0:2|Li Xiaopeng']","['15&rsquor;|0:0|Luis Marín', '17&rsquor;|0:0|Hernán Medford', '79&rsquor;|0:2|Rónald Gómez', '85&rsquor;|0:2|Walter Centeno']","['26&rsquor;|0:0|Qu Bo|for Sun Jihai', '66&rsquor;|0:2|Su Maozhen|for Yang Chen', '74&rsquor;|0:2|Yu Genwei|for Fan Zhiyi']","['57&rsquor;|0:0|Hernán Medford|for Rolando Fonseca', '70&rsquor;|0:2|Steven Bryce|for Harold Wallace', '80&rsquor;|0:2|Wilmer López|for Paulo Wanchope']"
Japan,Belgium,2,,,2,,,Philippe Troussier,,Robert Waseige,,55256,"Saitama Stadium 2002, Saitama",,Group stage,2002-06-04,2–2,,,"Korea Republic, Japan",2002,Takayuki Suzuki · 59|Junichi Inamoto · 67,Marc Wilmots · 57|Peter Van der Heyden · 75,"['59&rsquor;|1:1|Takayuki Suzuki', '67&rsquor;|2:1|Junichi Inamoto']","['57&rsquor;|0:1|Marc Wilmots', '75&rsquor;|2:2|Peter Van der Heyden']",,,,,,,,,,,,,,,"['31&rsquor;|0:0|Kazuyuki Toda', '54&rsquor;|0:0|Junichi Inamoto']","['21&rsquor;|0:0|Peter Van der Heyden', '62&rsquor;|1:1|Gert Verheyen', '82&rsquor;|2:2|Eric Van Meir']","['64&rsquor;|1:1|Alessandro Santos|for Shinji Ono', '68&rsquor;|2:1|Hiroaki Morishima|for Takayuki Suzuki', '71&rsquor;|2:1|Tsuneyasu Miyamoto|for Ryuzo Morioka']","['68&rsquor;|2:1|Wesley Sonck|for Johan Walem', '83&rsquor;|2:2|Branko Strupar|for Gert Verheyen']"
Korea Republic,Poland,2,,,0,,,Guus Hiddink,,Jerzy Engel,,48760,"Busan Sport Complex Asiad Stadium, Busan",,Group stage,2002-06-04,2–0,,,"Korea Republic, Japan",2002,Hwang Sun-hong · 26|Yoo Sang-chul · 53,,"['26&rsquor;|1:0|Hwang Sun-hong', '53&rsquor;|2:0|Yoo Sang-chul']",,,,,,,,,,,,,,,,"['70&rsquor;|2:0|Park Ji-sung', '90&rsquor;|2:0|Cha Du-ri']","['31&rsquor;|1:0|Jacek Krzynówek', '79&rsquor;|2:0|Tomasz Hajto', '84&rsquor;|2:0|Piotr Świerczewski']","['50&rsquor;|1:0|Ahn Jung-hwan|for Hwang Sun-hong', '61&rsquor;|2:0|Lee Chun-soo|for Yoo Sang-chul', '89&rsquor;|2:0|Cha Du-ri|for Seol Ki-hyeon']","['46&rsquor;|1:0|Paweł Kryszałowicz|for Maciej Żurawski', '50&rsquor;|1:0|Tomasz Kłos|for Jacek Bąk', '64&rsquor;|2:0|Marcin Żewłakow|for Radosław Kałużny']"
Croatia,Mexico,0,,,1,,,Mirko Jozić,,Javier Aguirre,,32239,"Denka Big Swan Stadium, Niigata",,Group stage,2002-06-03,0–1,,,"Korea Republic, Japan",2002,,,,,,,,Cuauhtémoc Blanco (P) · 60,,,,,,,Boris Živković · 59,,,,,,"['46&rsquor;|0:0|Milan Rapaić|for Robert Prosinečki', '64&rsquor;|0:1|Daniel Šarić|for Davor Šuker', '67&rsquor;|0:1|Mario Stanić|for Alen Bokšić']","['68&rsquor;|0:1|Luis Hernández|for Jared Borgetti', '79&rsquor;|0:1|Francisco Palencia|for Cuauhtémoc Blanco']"
Brazil,Türkiye,2,,,1,,,Luiz Felipe Scolari,,Şenol Güneş,,33842,"Munsu Cup Stadium, Ulsan",,Group stage,2002-06-03,2–1,,,"Korea Republic, Japan",2002,Ronaldo · 50,Hasan Şaş · 45+2,['50&rsquor;|1:1|Ronaldo'],['45+2&rsquor;|0:1|Hasan Şaş'],,,Rivaldo (P) · 87,,,,,,,,,,,Alpay Özalan · 86|Hakan Ünsal · 90+4,['73&rsquor;|1:1|Denílson'],"['21&rsquor;|0:0|Fatih Akyel', '24&rsquor;|0:0|Hakan Ünsal', '44&rsquor;|0:0|Alpay Özalan']","['67&rsquor;|1:1|Denílson|for Ronaldinho', '72&rsquor;|1:1|Vampeta|for Juninho Paulista', '73&rsquor;|1:1|Luizão|for Ronaldo']","['66&rsquor;|1:1|İlhan Mansız|for Bülent Korkmaz', '66&rsquor;|1:1|Ümit Davala|for Yıldıray Baştürk', '88&rsquor;|2:1|Arif Erdem|for Tugay Kerimoğlu']"
Italy,Ecuador,2,,,0,,,Giovanni Trapattoni,,Hernán Darío Gómez,,31081,"Sapporo Dome, Sapporo",,Group stage,2002-06-03,2–0,,,"Korea Republic, Japan",2002,Christian Vieri · 7|Christian Vieri · 27,,"['7&rsquor;|1:0|Christian Vieri', '27&rsquor;|2:0|Christian Vieri']",,,,,,,,,,,,,,,,['81&rsquor;|2:0|Fabio Cannavaro'],"['14&rsquor;|1:0|Augusto Porozo', '49&rsquor;|2:0|Ulises de la Cruz', '54&rsquor;|2:0|Cléber Chalá']","['64&rsquor;|2:0|Angelo Di Livio|for Cristiano Doni', '69&rsquor;|2:0|Gennaro Gattuso|for Luigi Di Biagio', '74&rsquor;|2:0|Alessandro Del Piero|for Francesco Totti']","['46&rsquor;|2:0|Carlos Tenorio|for Álex Aguinaga', '59&rsquor;|2:0|Marlon Ayoví|for Edwin Tenorio', '85&rsquor;|2:0|Nicolás Asencio|for Cléber Chalá']"
Argentina,Nigeria,1,,,0,,,Marcelo Bielsa,,Festus Onigbinde,,34050,"Kashima Soccer Stadium, Kashima",,Group stage,2002-06-02,1–0,,,"Korea Republic, Japan",2002,Gabriel Batistuta · 63,,['63&rsquor;|1:0|Gabriel Batistuta'],,,,,,,,,,,,,,,,"['51&rsquor;|0:0|Walter Samuel', '90&rsquor;|1:0|Diego Simeone']",['73&rsquor;|1:0|Efe Sodje'],"['46&rsquor;|0:0|Kily González|for Claudio López', '78&rsquor;|1:0|Pablo Aimar|for Juan Sebastián Verón', '81&rsquor;|1:0|Hernán Crespo|for Gabriel Batistuta']","['48&rsquor;|0:0|Pius Ikedia|for Nwankwo Kanu', '73&rsquor;|1:0|Justice Christopher|for Efe Sodje']"
Paraguay,South Africa,2,,,2,,,Cesare Maldini,,Jomo Sono,,25186,"Busan Sport Complex Asiad Stadium, Busan",,Group stage,2002-06-02,2–2,,,"Korea Republic, Japan",2002,Roque Santa Cruz · 39|Francisco Arce · 55,Teboho Mokoena · 63,"['39&rsquor;|1:0|Roque Santa Cruz', '55&rsquor;|2:0|Francisco Arce']",['63&rsquor;|2:1|Teboho Mokoena'],,,,Quinton Fortune (P) · 90+1,,,,,,,,,,,"['35&rsquor;|0:0|Julio César Cáceres', '65&rsquor;|2:1|Denis Caniza', '90&rsquor;|2:1|Ricardo Tavarelli', '90+3&rsquor;|2:2|Juan Carlos Franco']","['3&rsquor;|0:0|Aaron Mokoena', '9&rsquor;|0:0|Pierre Issa', '38&rsquor;|0:0|Benni McCarthy', '45+2&rsquor;|1:0|Sibusiso Zuma']","['66&rsquor;|2:1|Diego Gavilán|for Guido Alvarenga', '72&rsquor;|2:1|Gustavo Morínigo|for Jorge Luis Campos', '86&rsquor;|2:1|Juan Carlos Franco|for Estanislao Struway']","['27&rsquor;|0:0|MacDonald Mukansi|for Pierre Issa', '78&rsquor;|2:1|George Koumantarakis|for Benni McCarthy']"
England,Sweden,1,,,1,,,Sven-Göran Eriksson,,Tommy Söderberg,,52721,"Saitama Stadium 2002, Saitama",,Group stage,2002-06-02,1–1,,,"Korea Republic, Japan",2002,Sol Campbell · 24,Niclas Alexandersson · 59,['24&rsquor;|1:0|Sol Campbell'],['59&rsquor;|1:1|Niclas Alexandersson'],,,,,,,,,,,,,,,['12&rsquor;|0:0|Sol Campbell'],"['45+2&rsquor;|1:0|Marcus Allbäck', '73&rsquor;|1:1|Andreas Jakobsson']","['63&rsquor;|1:1|Kieron Dyer|for David Beckham', '74&rsquor;|1:1|Joe Cole|for Darius Vassell']","['56&rsquor;|1:0|Anders Svensson|for Magnus Svensson', '80&rsquor;|1:1|Andreas Andersson|for Marcus Allbäck']"
Spain,Slovenia,3,,,1,,,José Antonio Camacho,,Srečko Katanec,,28588,"Guus Hiddink Stadium, Gwangju",,Group stage,2002-06-02,3–1,,,"Korea Republic, Japan",2002,Raúl · 44|Juan Carlos Valerón · 74,Sebastjan Cimirotič · 82,"['44&rsquor;|1:0|Raúl', '74&rsquor;|2:0|Juan Carlos Valerón']",['82&rsquor;|2:1|Sebastjan Cimirotič'],,,Fernando Hierro (P) · 87,,,,,,,,,,,,['36&rsquor;|0:0|Juan Carlos Valerón'],"['45+1&rsquor;|1:0|Amir Karić', '65&rsquor;|1:0|Sebastjan Cimirotič']","['67&rsquor;|1:0|Fernando Morientes|for Diego Tristán', '74&rsquor;|1:0|Iván Helguera|for Luis Enrique', '82&rsquor;|2:0|Enrique Romero|for Juanfran']","['57&rsquor;|1:0|Sebastjan Cimirotič|for Milan Osterc', '63&rsquor;|1:0|Milenko Ačimovič|for Zlatko Zahovič', '77&rsquor;|2:0|Saša Gajser|for Džoni Novak']"
Republic of Ireland,Cameroon,1,,,1,,,Mick McCarthy,,Winfried Schäfer,,33679,"Denka Big Swan Stadium, Niigata",,Group stage,2002-06-01,1–1,,,"Korea Republic, Japan",2002,Matt Holland · 52,Patrick M'Boma · 39,['52&rsquor;|1:1|Matt Holland'],"[""39&rsquor;|0:1|Patrick M'Boma""]",,,,,,,,,,,,,,,"['30&rsquor;|0:0|Jason McAteer', '51&rsquor;|0:1|Steve Finnan', '82&rsquor;|1:1|Steven Reid']",['89&rsquor;|1:1|Raymond Kalla'],"['46&rsquor;|0:1|Steve Finnan|for Jason McAteer', '77&rsquor;|1:1|Steven Reid|for Ian Harte']","[""69&rsquor;|1:1|Patrick Suffo|for Patrick M'Boma""]"
Uruguay,Denmark,1,,,2,,,Víctor Púa,,Morten Olsen,,30157,"Munsu Cup Stadium, Ulsan",,Group stage,2002-06-01,1–2,,,"Korea Republic, Japan",2002,Darío Rodríguez · 47,Jon Dahl Tomasson · 45|Jon Dahl Tomasson · 83,['47&rsquor;|1:1|Darío Rodríguez'],"['45&rsquor;|0:1|Jon Dahl Tomasson', '83&rsquor;|1:2|Jon Dahl Tomasson']",,,,,,,,,,,,,,,['25&rsquor;|0:0|Gustavo Méndez'],"['34&rsquor;|0:0|Jan Heintze', '51&rsquor;|1:1|Martin Laursen']","['80&rsquor;|1:1|Mario Regueiro|for Álvaro Recoba', '87&rsquor;|1:2|Federico Magallanes|for Darío Rodríguez', '88&rsquor;|1:2|Richard Morales|for Sebastián Abreu']","['58&rsquor;|1:1|Niclas Jensen|for Jan Heintze', '70&rsquor;|1:1|Martin Jørgensen|for Jesper Grønkjær', '89&rsquor;|1:2|Christian Poulsen|for Ebbe Sand']"
Germany,Saudi Arabia,8,,,0,,,Rudi Völler,,Nasser Al-Johar,,32218,"Sapporo Dome, Sapporo",,Group stage,2002-06-01,8–0,,,"Korea Republic, Japan",2002,Miroslav Klose · 20|Miroslav Klose · 25|Michael Ballack · 40|Carsten Jancker · 45+1|Miroslav Klose · 70|Thomas Linke · 72|Oliver Bierhoff · 84|Bernd Schneider · 90+2,,"['20&rsquor;|1:0|Miroslav Klose', '25&rsquor;|2:0|Miroslav Klose', '40&rsquor;|3:0|Michael Ballack', '45+1&rsquor;|4:0|Carsten Jancker', '70&rsquor;|5:0|Miroslav Klose', '72&rsquor;|6:0|Thomas Linke', '84&rsquor;|7:0|Oliver Bierhoff', '90+2&rsquor;|8:0|Bernd Schneider']",,,,,,,,,,,,,,,,"['43&rsquor;|3:0|Christian Ziege', '83&rsquor;|6:0|Dietmar Hamann']",['90+1&rsquor;|7:0|Mohammed Noor'],"['46&rsquor;|4:0|Jens Jeremies|for Carsten Ramelow', '67&rsquor;|4:0|Oliver Bierhoff|for Carsten Jancker', '76&rsquor;|6:0|Oliver Neuville|for Miroslav Klose']","['46&rsquor;|4:0|Abdulaziz Khathran|for Nawaf Al-Temyat', '46&rsquor;|4:0|Ibrahim Al-Shahrani|for Khamis Al-Dosari', '77&rsquor;|6:0|Abdullah Jumaan Al-Dosari|for Al Hasan Al-Yami']"
France,Senegal,0,,,1,,,Roger Lemerre,,Bruno Metsu,,62561,"Seoul World Cup Stadium, Seoul",,Group stage,2002-05-31,0–1,,,"Korea Republic, Japan",2002,,Pape Malick Diop · 30,,['30&rsquor;|0:1|Pape Malick Diop'],,,,,,,,,,,,,,,['45+2&rsquor;|0:1|Emmanuel Petit'],['51&rsquor;|0:1|Aliou Cissé'],"['60&rsquor;|0:1|Christophe Dugarry|for Youri Djorkaeff', '81&rsquor;|0:1|Djibril Cissé|for Sylvain Wiltord']",
Brazil,France,0,,,3,,,Mário Zagallo,,Aimé Jacquet,,80000,"Stade de France, Paris",,Final,1998-07-12,0–3,,,France,1998,,Zinédine Zidane · 27|Zinédine Zidane · 45|Emmanuel Petit · 90,,"['27&rsquor;|0:1|Zinédine Zidane|Assist:|Emmanuel Petit', '45&rsquor;|0:2|Zinédine Zidane|Assist:|Youri Djorkaeff', '90&rsquor;|0:3|Emmanuel Petit|Assist:|Patrick Vieira']",,,,,,,,,,,,,,Marcel Desailly · 68,['33&rsquor;|0:1|Júnior Baiano'],"['39&rsquor;|0:1|Didier Deschamps', '48&rsquor;|0:2|Marcel Desailly', '56&rsquor;|0:2|Christian Karembeu']","['46&rsquor;|0:2|Denílson Custódio Machado|for Leonardo Araújo', '73&rsquor;|0:2|Edmundo|for César Sampaio']","['57&rsquor;|0:2|Alain Boghossian|for Christian Karembeu', ""66&rsquor;|0:2|Christophe Dugarry|for Stéphane Guivarc'h"", '74&rsquor;|0:2|Patrick Vieira|for Youri Djorkaeff']"
Netherlands,Croatia,1,,,2,,,Guus Hiddink,,Miroslav Blažević,,44000,"Parc des Princes, Paris",,Third-place match,1998-07-11,1–2,,,France,1998,Boudewijn Zenden · 21,Robert Prosinečki · 13|Davor Šuker · 35,['21&rsquor;|1:1|Boudewijn Zenden'],"['13&rsquor;|0:1|Robert Prosinečki|Assist:|Robert Jarni', '35&rsquor;|1:2|Davor Šuker|Assist:|Zvonimir Boban']",,,,,,,,,,,,,,,"['89&rsquor;|1:2|Wim Jonk', '89&rsquor;|1:2|Edgar Davids']","['34&rsquor;|1:1|Krunoslav Jurčić', '52&rsquor;|1:2|Igor Štimac', '69&rsquor;|1:2|Aljoša Asanović', '74&rsquor;|1:2|Mario Stanić']","['46&rsquor;|1:2|Marc Overmars|for Phillip Cocu', '58&rsquor;|1:2|Pierre van Hooijdonk|for Dennis Bergkamp']","['79&rsquor;|1:2|Goran Vlaović|for Robert Prosinečki', '86&rsquor;|1:2|Igor Tudor|for Zvonimir Boban']"
France,Croatia,2,,,1,,,Aimé Jacquet,,Miroslav Blažević,,80000,"Stade de France, Paris",,Semi-finals,1998-07-08,2–1,,,France,1998,Lilian Thuram · 47|Lilian Thuram · 70,Davor Šuker · 46,"['47&rsquor;|1:1|Lilian Thuram|Assist:|Youri Djorkaeff', '70&rsquor;|2:1|Lilian Thuram']",['46&rsquor;|0:1|Davor Šuker|Assist:|Aljoša Asanović'],,,,,,,,,,,Laurent Blanc · 76,,,,,"['45&rsquor;|0:0|Aljoša Asanović', '75&rsquor;|2:1|Mario Stanić', '88&rsquor;|2:1|Dario Šimić']","['31&rsquor;|0:0|Thierry Henry|for Christian Karembeu', ""68&rsquor;|1:1|David Trezeguet|for Stéphane Guivarc'h"", '77&rsquor;|2:1|Frank Leboeuf|for Youri Djorkaeff']","['63&rsquor;|1:1|Silvio Marić|for Zvonimir Boban', '89&rsquor;|2:1|Robert Prosinečki|for Mario Stanić']"
Brazil,Netherlands,1,,4,1,,2,Mário Zagallo,,Guus Hiddink,,60000,"Orange Vélodrome, Marseille",,Semi-finals,1998-07-07,(4) 1–1 (2),,Brazil won on penalty kicks following extra time,France,1998,Ronaldo · 46,Patrick Kluivert · 87,['46&rsquor;|1:0|Ronaldo|Assist:|Rivaldo'],['87&rsquor;|1:1|Patrick Kluivert|Assist:|Ronald de Boer'],,,,,,,"['1|1:0|Ronaldo', '3|2:1|Rivaldo', '5|3:2|Emerson', '7|4:2|Dunga']","['2|1:1|Frank de Boer', '4|2:2|Dennis Bergkamp']",,"['6|3:2|Phillip Cocu', '8|4:2|Ronald de Boer']",,,,,"['31&rsquor;|0:0|José Carlos da Costa Araújo', '45&rsquor;|0:0|César Sampaio']","['48&rsquor;|1:0|Michael Reiziger', '60&rsquor;|1:0|Edgar Davids', '90&rsquor;|1:1|Pierre van Hooijdonk', '119&rsquor;|1:1|Clarence Seedorf']","['70&rsquor;|1:0|Denílson Custódio Machado|for Bebeto', '85&rsquor;|1:0|Emerson|for Leonardo Araújo']","['56&rsquor;|1:0|Aron Winter|for Michael Reiziger', '75&rsquor;|1:0|Pierre van Hooijdonk|for Boudewijn Zenden', '111&rsquor;|1:1|Clarence Seedorf|for Wim Jonk']"
Netherlands,Argentina,2,,,1,,,Guus Hiddink,,Daniel Passarella,,60000,"Orange Vélodrome, Marseille",,Quarter-finals,1998-07-04,2–1,,,France,1998,Patrick Kluivert · 12|Dennis Bergkamp · 89,Claudio López · 17,"['12&rsquor;|1:0|Patrick Kluivert|Assist:|Dennis Bergkamp', '89&rsquor;|2:1|Dennis Bergkamp|Assist:|Frank de Boer']",['17&rsquor;|1:1|Claudio López|Assist:|Juan Sebastián Verón'],,,,,,,,,,,,,Arthur Numan · 76,Ariel Ortega · 87,"['10&rsquor;|0:0|Jaap Stam', '17&rsquor;|1:0|Arthur Numan']","['22&rsquor;|1:1|José Chamot', '60&rsquor;|1:1|Roberto Sensini', '86&rsquor;|1:1|Ariel Ortega']",['64&rsquor;|1:1|Marc Overmars|for Ronald de Boer'],"['68&rsquor;|1:1|Mauricio Pineda|for Matías Almeyda', '89&rsquor;|2:1|Abel Balbo|for José Chamot']"
Germany,Croatia,0,,,3,,,Berti Vogts,,Miroslav Blažević,,43300,"Matmut Stadium de Gerland, Lyon",,Quarter-finals,1998-07-04,0–3,,,France,1998,,Robert Jarni · 45|Goran Vlaović · 80|Davor Šuker · 85,,"['45&rsquor;|0:1|Robert Jarni|Assist:|Mario Stanić', '80&rsquor;|0:2|Goran Vlaović|Assist:|Zvonimir Boban', '85&rsquor;|0:3|Davor Šuker|Assist:|Igor Štimac']",,,,,,,,,,,Christian Wörns · 40,,,,"['18&rsquor;|0:0|Jörg Heinrich', '37&rsquor;|0:0|Michael Tarnat']","['13&rsquor;|0:0|Dario Šimić', '57&rsquor;|0:1|Davor Šuker']","['69&rsquor;|0:1|Ulf Kirsten|for Thomas Häßler', '79&rsquor;|0:1|Olaf Marschall|for Dietmar Hamann']",['83&rsquor;|0:2|Silvio Marić|for Goran Vlaović']
Italy,France,0,,3,0,,4,Cesare Maldini,,Aimé Jacquet,,80000,"Stade de France, Paris",,Quarter-finals,1998-07-03,(3) 0–0 (4),,France won on penalty kicks following extra time,France,1998,,,,,,,,,,,"['2|1:1|Roberto Baggio', '6|2:2|Alessandro Costacurta', '8|3:3|Christian Vieri']","['1|0:1|Zinédine Zidane', '5|1:2|David Trezeguet', '7|2:3|Thierry Henry', '9|3:4|Laurent Blanc']","['4|1:1|Demetrio Albertini', '10|3:4|Luigi Di Biagio']",['3|1:1|Bixente Lizarazu'],,,,,"['26&rsquor;|0:0|Alessandro Del Piero', '28&rsquor;|0:0|Giuseppe Bergomi', '113&rsquor;|0:0|Alessandro Costacurta']","[""53&rsquor;|0:0|Stéphane Guivarc'h"", '62&rsquor;|0:0|Didier Deschamps']","['52&rsquor;|0:0|Demetrio Albertini|for Dino Baggio', '67&rsquor;|0:0|Roberto Baggio|for Alessandro Del Piero', '89&rsquor;|0:0|Angelo Di Livio|for Gianluca Pessotto']","['65&rsquor;|0:0|Thierry Henry|for Christian Karembeu', ""65&rsquor;|0:0|David Trezeguet|for Stéphane Guivarc'h""]"
Brazil,Denmark,3,,,2,,,Mário Zagallo,,Bo Johansson,,49500,"Stade de la Beaujoire - Louis Fonteneau, Nantes",,Quarter-finals,1998-07-03,3–2,,,France,1998,Bebeto · 10|Rivaldo · 27|Rivaldo · 60,Martin Jørgensen · 2|Brian Laudrup · 50,"['10&rsquor;|1:1|Bebeto|Assist:|Ronaldo', '27&rsquor;|2:1|Rivaldo|Assist:|Ronaldo', '60&rsquor;|3:2|Rivaldo|Assist:|Dunga']","['2&rsquor;|0:1|Martin Jørgensen|Assist:|Brian Laudrup', '50&rsquor;|2:2|Brian Laudrup']",,,,,,,,,,,,,,,"['11&rsquor;|1:1|Roberto Carlos', '37&rsquor;|2:1|Aldair', '81&rsquor;|3:2|Cafú']","['19&rsquor;|1:1|Thomas Helveg', '39&rsquor;|2:1|Søren Colding', '72&rsquor;|3:2|Stig Tøfting']","['64&rsquor;|3:2|Denílson Custódio Machado|for Bebeto', '71&rsquor;|3:2|Emerson|for Leonardo Araújo', '87&rsquor;|3:2|Zé Roberto|for Rivaldo']","['46&rsquor;|2:1|Stig Tøfting|for Allan Nielsen', '66&rsquor;|3:2|Ebbe Sand|for Peter Møller', '87&rsquor;|3:2|Michael Schjønberg|for Thomas Helveg']"
Romania,Croatia,0,,,1,,,Anghel Iordănescu,,Miroslav Blažević,,31800,"Stade Jacques Chaban-Delmas, Bordeaux",,Round of 16,1998-06-30,0–1,,,France,1998,,,,,,,,Davor Šuker (P) · 45,,,,,,,,,,,"['43&rsquor;|0:0|Gheorghe Popescu', '70&rsquor;|0:1|Dan Petrescu', '81&rsquor;|0:1|Adrian Ilie']","['27&rsquor;|0:0|Zvonimir Boban', '70&rsquor;|0:1|Slaven Bilić']","['56&rsquor;|0:1|Gheorghe Craioveanu|for Gheorghe Hagi', '60&rsquor;|0:1|Radu Niculescu|for Gabriel Popescu', '75&rsquor;|0:1|Lucian Marinescu|for Dan Petrescu']","['75&rsquor;|0:1|Petar Krpan|for Goran Vlaović', '82&rsquor;|0:1|Igor Tudor|for Mario Stanić']"
